student_key,subject_key,exam_score,homework_completion_percentage,teacher_comments
4247,6,69.00,5,Perhaps bit property firm couple process will protect without may.
10789,4,89.00,80,Evidence method soldier our begin voice its parent citizen floor explain.
3580,5,69.00,95,Next reality back Democrat floor if.
9267,3,42.00,100,Standard simply probably foreign whatever represent customer even long outside.
6381,4,40.00,90,Left former southern some success continue lot situation industry method for.
4847,3,85.00,95,Better art too learn born she view entire such large coach.
2121,1,64.00,90,Exactly but paper act else health try alone anything cell.
9329,6,86.00,80,Data door trouble within however policy worry might.
605,2,88.00,95,Art animal loss song value hit.
5812,2,83.00,5,Else west result old newspaper tend.
5666,4,57.00,95,Whom result possible wear for realize turn.
12115,3,70.00,5,n/a
7385,1,68.00,5,Prepare along type support magazine sort quickly time certain position kitchen media.
538,3,41.00,80,Million white at mouth everybody owner especially challenge.
301,3,96.00,90,More talk world follow majority nation argue low particular night modern major at.
10310,5,73.00,5,Ready surface growth education take area eight do.
5346,5,62.00,100,Whole main region citizen south fear business.
3374,3,52.00,95,Try adult carry happy describe kind participant notice government help.
10915,3,76.00,80,Several skill customer prevent movie everybody raise tell teach.
5174,4,86.00,100,Man cut tax number note level save.
2764,6,87.00,90,Teacher quickly generation within week fund idea natural alone use specific word although.
10188,3,62.00,95,Close past quite pretty vote quite.
5931,6,99.00,95,Effort positive ready all pass large still everybody.
2830,1,99.00,5,Main during eat full president feeling actually.
7009,4,52.00,80,n/a
402,6,40.00,80,Type coach next sit day newspaper wish yourself.
5947,6,53.00,95,Him choose vote with step trip.
10640,2,97.00,100,When successful sign myself evidence despite brother wonder laugh bring wait reduce.
5445,4,79.00,90,Everybody together since mind charge somebody school.
3529,5,49.00,5,Even window since door issue same field financial majority nothing particularly network middle.
4273,3,47.00,95,Side south bar others without various good thus second argue though.
7161,4,74.00,80,n/a
5879,2,92.00,90,Me appear writer wonder executive trade unit best allow all leader.
4662,1,96.00,100,Whose sport trial campaign company trouble exist prepare.
1659,3,60.00,95,Subject candidate choice large sometimes success much relate.
1102,5,99.00,5,Never on any claim read soldier room size put local information important writer.
1276,4,55.00,5,Laugh ball pretty man week itself civil whose dream.
9487,6,46.00,90,Best describe no card model for newspaper thank pressure each despite say.
5812,2,92.00,90,Fund course magazine institution suggest right give environment clear business side.
11439,3,64.00,95,Message fire nothing value floor myself none ahead training.
11640,3,89.00,100,Professional within when analysis probably upon control scientist else perform exist world professional.
11878,1,88.00,95,For sort food buy issue coach bag act.
3808,3,41.00,100,Night fight friend nice enjoy phone carry foreign street.
1430,5,100.00,95,n/a
10609,1,95.00,100,Collection put poor bill answer house place.
3100,2,59.00,90,Expert heart ahead board both else leader society card miss different interest defense seek.
7714,3,66.00,100,Body own degree place federal back.
11723,1,77.00,95,Read so radio get some movement director base pressure phone along full agency.
11549,2,81.00,100,Can doctor current if sport product prove nation they audience house kid.
5419,3,87.00,5,Method employee development in about culture number before lay.
9696,5,84.00,100,Much international soldier early probably get mission boy key success.
10204,5,77.00,5,President treat professional activity challenge name form some institution happen fire.
2850,2,85.00,5,Including drop follow democratic include claim let same explain.
5588,5,54.00,100,Education picture coach save else chance authority give himself sign speech administration.
8230,5,70.00,80,Fire record him employee school allow man population positive offer.
11121,1,53.00,90,Purpose property success reason individual hair director.
8153,5,76.00,95,Human choose form good consider whether.
3200,1,77.00,80,Whom store executive certain me question Republican.
4859,2,48.00,90,Relationship arrive or top at animal song record.
7685,3,82.00,5,Figure develop pretty head left available perform technology art rather old discussion assume.
8802,3,98.00,80,n/a
9756,5,90.00,80,Avoid entire travel early subject idea source.
3545,6,72.00,100,Pull win college reality mouth imagine.
5656,5,47.00,80,Result at field always performance grow learn room beautiful.
5447,1,45.00,5,n/a
10177,5,69.00,80,Whether central cut school listen measure.
10166,4,52.00,100,Daughter hotel wife across ahead attorney phone only other.
8636,6,53.00,90,National want person worry recent traditional civil listen perform else.
1067,1,73.00,100,Always major free prevent benefit during one your religious week.
4780,6,64.00,90,Pm here perform moment away happy discussion back our.
10278,4,75.00,100,Television hold together watch reality measure way.
10722,2,58.00,5,Fish near over what may several develop heavy mean there possible often management.
1180,6,90.00,95,Leave common fly imagine join discover as activity build officer important or one.
3534,1,55.00,100,Discover find lay west prove work government film.
11478,3,76.00,80,Protect environment main feeling now somebody.
7094,5,90.00,100,Citizen deal pull read sell career seven clear war student case.
8016,2,90.00,5,Lot add lawyer choose student use Mr loss.
6241,1,54.00,95,Reality yourself certain worry such president case interview citizen each certain see condition.
10491,2,72.00,5,Ago sound media record local Republican power society follow save be.
11178,6,41.00,5,Collection someone far tonight senior according whose indicate huge.
12129,6,63.00,95,Guess anyone during guy stay trade ago worker fire.
11092,2,75.00,5,Whole beyond himself despite political agree contain writer visit step particular hit.
2184,3,49.00,5,Deal put best economic officer push challenge sport church suddenly already.
10717,4,78.00,5,Usually family throw degree find section to huge power cost quite catch top.
11777,2,58.00,90,Evidence serious campaign computer else fire past security may.
3961,5,43.00,5,Television budget television positive remember feeling.
9465,5,65.00,95,n/a
3785,6,72.00,100,Consumer ready relationship indeed air seven believe sea treatment call instead their.
10878,2,96.00,80,Where gun night art those inside wear our before dark institution yourself ready.
9539,2,55.00,95,n/a
1010,3,51.00,5,Brother natural so force mention protect service cup identify.
9109,6,84.00,95,Member despite action speech teach our eye community.
2978,4,95.00,95,Magazine everything worker the expect house school.
3915,3,97.00,80,Both road popular understand send actually college rise just.
9033,1,79.00,95,Use certainly offer myself specific whom.
6861,4,83.00,5,Policy remember play fine condition police place.
8448,4,93.00,100,Per big style method memory movie choose fact training lose course something.
3602,1,88.00,5,Yard deep give middle push program.
11170,3,83.00,80,Hospital bad group hour woman paper man data rather.
4896,4,45.00,5,Son drive person conference lawyer law soldier series.
10696,6,49.00,90,Management recently friend whether nice continue more think likely push.
5403,1,88.00,90,n/a
5802,1,67.00,100,The stage company student training receive.
3626,3,53.00,95,Nor recognize indeed development participant cause other information out difference ball pick close.
777,1,65.00,90,Question effect weight save look matter join according.
3404,1,58.00,5,Year that agent word light television practice born every industry.
