student_key,subject_key,assignment_name,assignment_due_date,assignment_status,grade_feedback,guardian_signature
6846,2,Notice east science.,2025-02-05,done,A,n/a
8058,5,Strategy.,2025-01-20,done,D,Yes
887,6,Move management.,2024-09-26,done,D,No
3717,5,Opportunity there wife.,2024-09-12,not done,A,No
8012,4,Own himself.,2024-12-26,not done,A,Yes
5133,2,Our travel think.,2024-10-26,done,C,Yes
1922,5,Common hour accept.,2025-03-07,not done,F,n/a
8734,3,Their cost very.,2025-01-24,pending,A+,n/a
1026,5,These tax unit.,2024-10-27,done,D,No
10479,3,Thought plant.,2025-02-06,done,D,Yes
4234,3,Those wife former.,2024-12-17,done,B,Yes
7256,1,Thus newspaper science.,2025-02-02,pending,C,n/a
7828,1,Continue else.,2025-01-31,done,C,Yes
9435,5,Million require.,2024-12-24,done,A,No
1360,5,Break red true.,2024-12-22,done,C-,No
11102,4,Without free series.,2025-01-29,not done,F,No
3845,3,Seat near.,2024-11-20,not done,A,n/a
3697,1,Case reason.,2024-12-06,not done,C-,Yes
8622,2,Peace determine.,2025-02-17,not done,C,No
11535,1,Provide argue.,2024-10-01,done,C-,No
10362,1,Mrs few approach.,2024-09-16,done,C-,No
3238,6,Including will soon mention.,2024-09-23,done,B-,n/a
7327,6,Laugh election answer.,2025-02-28,pending,A+,n/a
5854,1,Market whole lawyer.,2024-10-30,done,A+,Yes
11024,4,Score service teach.,2024-12-14,pending,D,No
7373,4,Explain.,2024-10-29,done,F,No
4041,4,Cut little.,2025-02-03,pending,B,n/a
1734,4,Force indicate.,2025-01-24,pending,B-,n/a
7770,6,Cover single while.,2024-12-24,done,F,Yes
11369,2,Significant discuss.,2024-09-17,done,A+,n/a
9721,3,Woman movement either.,2025-01-31,not done,B-,n/a
7464,3,Window manage.,2025-01-26,done,C,n/a
1822,1,Experience born.,2024-10-29,not done,A,n/a
3964,4,She medical.,2024-10-23,not done,D,n/a
511,5,Value story.,2024-09-10,pending,A+,No
4079,2,New level.,2024-10-01,done,B,Yes
5759,5,Why plan.,2025-01-29,done,A,n/a
11953,3,Can indicate.,2024-10-12,done,D,No
5425,3,Catch prepare.,2024-10-25,done,F,Yes
6213,4,Size keep decade.,2024-12-26,not done,A+,No
8706,6,Put meet also.,2024-12-13,done,A,Yes
3718,5,Onto now.,2024-09-27,done,A,No
7268,6,School.,2025-02-20,done,A,Yes
3607,2,Pattern write.,2024-10-22,done,F,No
4201,6,Others action.,2024-12-26,done,C,Yes
3756,3,Toward and expert.,2024-10-07,not done,F,n/a
11411,3,Seven hair free.,2024-11-22,pending,C,n/a
5281,1,Student its interview.,2024-11-20,pending,B,n/a
4167,6,Unit rise agree.,2024-12-26,done,B-,n/a
2164,4,Pressure financial.,2025-01-01,not done,D,Yes
6110,2,Visit maybe.,2024-11-05,done,F,n/a
693,6,Crime language listen.,2024-10-10,pending,F,Yes
522,1,Particular cultural.,2024-10-28,done,B-,n/a
10246,6,Artist main now.,2025-01-14,not done,C,No
6253,3,Mean apply against.,2025-02-12,pending,B,Yes
157,3,Lose page sea.,2024-10-22,done,C-,n/a
63,6,Worker mention factor.,2025-02-28,done,D,Yes
8728,3,Amount set.,2025-01-24,done,D,Yes
6970,5,East.,2025-03-02,not done,D,Yes
8286,5,Career site.,2024-11-17,pending,C-,n/a
9308,4,Produce factor.,2024-10-06,done,B,n/a
11293,4,Fact pay.,2024-12-05,done,A+,No
8945,2,Become sometimes.,2024-09-26,not done,A,Yes
5946,5,Stuff point should end.,2024-09-14,done,A,n/a
10738,4,Street war.,2024-12-23,pending,B,Yes
8851,1,Side cover.,2024-10-08,done,D,Yes
4942,6,Series family.,2024-12-20,done,B,Yes
5017,3,Realize name.,2024-12-01,not done,B-,Yes
11565,3,Education four talk.,2024-09-30,done,B,n/a
2584,5,If do just.,2025-02-03,done,D,Yes
2161,5,Character lot.,2025-02-15,not done,A+,Yes
25,3,Picture resource school.,2024-10-21,not done,B-,No
1386,1,Hope money.,2024-11-07,done,A+,No
1598,5,Price economic.,2024-10-02,done,C-,n/a
8253,6,Reality job act.,2024-12-05,not done,B,No
4204,3,Small year anyone.,2024-10-07,not done,D,No
9202,5,Country career.,2024-10-16,pending,D,No
8380,6,But church bar.,2024-09-23,done,B,Yes
1828,3,Through serve Democrat.,2024-12-04,not done,A+,Yes
7952,5,Field add red their.,2024-10-27,done,C-,n/a
5163,5,Too help.,2024-10-02,done,B,n/a
2716,1,Relate street.,2024-11-25,not done,F,Yes
11183,1,Source pick.,2025-03-06,not done,A,n/a
11239,2,Nation specific.,2025-02-05,not done,F,n/a
7348,5,No human.,2024-11-12,not done,F,Yes
1841,6,Lose cost country help.,2024-10-03,not done,B-,Yes
1307,4,Move weight.,2025-01-30,done,C-,n/a
9833,4,Box agreement and.,2025-01-19,pending,A+,No
8284,1,Executive pressure gun.,2025-01-22,not done,C,n/a
248,3,Away water.,2024-10-21,done,F,Yes
11580,4,Bit cost finally however.,2024-12-20,done,A,n/a
8066,1,Organization suggest dinner.,2025-02-21,done,C,n/a
10051,3,Above goal open.,2024-09-11,done,C,Yes
6187,6,Say game.,2025-02-16,done,C,Yes
3388,6,Term.,2024-11-18,not done,C-,n/a
9623,4,Together character.,2024-10-18,done,D,n/a
6198,1,I else.,2024-12-21,not done,F,Yes
2220,6,Than party suffer send.,2024-09-11,not done,C,No
8822,2,From student resource.,2024-11-23,done,A+,No
7438,3,Individual different.,2025-02-24,not done,C-,No
11175,3,Discover right nothing.,2024-10-20,done,A+,Yes
11063,6,Here.,2024-11-17,done,D,Yes
5375,5,Actually tend.,2025-02-07,not done,A,No
3538,5,Accept.,2025-02-18,not done,F,Yes
1068,1,Without.,2024-09-21,done,A,No
8789,5,Safe lawyer decision.,2024-10-07,done,D,No
8670,4,Republican strong Congress.,2025-02-26,not done,B,Yes
11120,6,Paper strategy.,2024-11-24,not done,C,Yes
8153,2,Every indeed.,2024-09-19,not done,A+,No
1834,3,Computer later candidate.,2025-01-24,pending,D,n/a
9202,6,Set thousand billion.,2024-11-24,not done,C-,No
3679,4,Yard.,2025-02-28,not done,D,n/a
7770,4,Ok number for.,2025-01-23,done,F,Yes
8645,3,Billion dark.,2024-11-22,done,F,No
11325,4,Under effect economy.,2025-01-28,pending,B-,No
4269,1,Instead finally.,2024-09-20,not done,D,n/a
9799,3,Because enjoy two.,2025-01-22,done,B,No
7019,5,Center whether age.,2024-09-26,done,D,No
7638,5,Decade strategy impact.,2024-09-19,done,A,No
8929,5,Minute order investment entire.,2024-09-21,done,F,Yes
3578,5,Poor important sense.,2024-12-25,done,D,n/a
8371,4,Station especially present.,2024-11-23,done,A,No
7081,1,Three choose far product.,2025-01-08,done,F,n/a
1517,4,Put relate turn.,2024-10-10,pending,A+,n/a
8658,3,Activity amount easy.,2024-12-11,done,A+,Yes
3921,2,Inside race senior.,2024-11-02,pending,B,Yes
9570,2,Size whether.,2025-01-07,pending,B-,n/a
10254,5,Range program.,2024-10-14,pending,C-,Yes
9128,2,Say sport.,2024-12-05,done,F,Yes
11802,5,Another list.,2025-01-08,not done,A+,n/a
9478,6,Learn best.,2025-02-07,done,A+,Yes
8215,1,Short current.,2025-01-30,done,B-,No
1236,4,Be north section.,2024-09-23,pending,B-,No
2156,6,Begin represent important.,2024-11-23,not done,A,No
11945,4,Recently.,2025-01-27,done,A+,Yes
9885,6,Direction network international.,2024-10-01,not done,D,Yes
6705,3,Through talk line.,2024-09-10,pending,A+,No
6427,1,Series sing.,2024-09-23,done,B,No
9353,5,Final evidence class.,2025-02-17,done,C-,n/a
2441,5,Seek fear.,2024-11-25,done,A+,No
9295,4,Approach popular subject I.,2025-01-16,done,A,No
5340,5,Mrs tax two.,2024-12-24,done,A+,Yes
7335,4,Guess employee.,2024-11-22,pending,A+,No
4862,1,Or entire despite.,2025-02-23,done,B,No
7119,4,Realize opportunity.,2024-10-29,done,D,n/a
5078,4,Business number.,2024-09-24,pending,C,n/a
770,2,Identify others individual.,2025-01-24,done,A,Yes
4384,3,Return child.,2024-10-01,not done,A,No
4192,4,Professional operation create.,2024-12-14,done,C-,n/a
3262,4,End low act technology.,2025-03-01,done,C,Yes
6199,6,Child hospital season.,2024-12-21,done,A+,No
6560,1,Break property reflect.,2024-12-14,done,A,Yes
1133,5,For large.,2025-02-07,not done,D,No
11698,3,With activity PM argue.,2025-02-10,done,C-,n/a
9972,2,Deep strategy might.,2024-12-26,done,C-,n/a
10800,2,Short according member.,2025-01-10,done,A+,Yes
11344,4,Ever almost war.,2024-10-19,pending,D,n/a
9488,1,Speech maybe.,2025-02-26,not done,D,No
5258,6,Benefit very.,2024-09-22,done,B,No
5264,2,Among southern.,2025-03-01,not done,A,Yes
2656,4,Miss American marriage.,2025-01-20,done,C-,n/a
1431,2,Continue sea.,2024-10-30,pending,B-,n/a
1266,1,Once high side.,2025-02-22,not done,A,n/a
5287,4,Your really factor.,2025-01-29,pending,F,No
5993,3,Be however hope.,2024-10-23,done,A+,n/a
10048,4,Whatever thousand science.,2024-12-31,done,F,n/a
458,2,In maintain.,2025-01-10,done,F,n/a
7539,1,Media kind.,2025-03-07,pending,C-,n/a
5,4,Table scientist.,2024-11-24,done,B,n/a
1720,1,Responsibility resource.,2024-10-16,not done,B-,n/a
6953,6,Quickly.,2024-10-13,done,D,n/a
8976,6,Near picture.,2025-02-21,not done,B,n/a
3591,2,Behavior go.,2024-10-25,done,B,Yes
4956,1,Author type.,2024-12-18,pending,D,Yes
3660,3,Film rich.,2025-02-10,not done,C,n/a
11794,2,Tax now our.,2024-10-24,not done,D,No
6097,3,Next skin.,2025-02-15,done,D,No
10542,1,Commercial network.,2025-02-22,done,A+,n/a
6037,2,Find rock child.,2025-01-03,pending,F,No
4940,3,Note measure stock.,2024-12-25,done,C,No
965,3,Use.,2024-09-26,done,C,Yes
10416,1,Win college arm visit.,2024-12-01,pending,D,No
8043,6,Face.,2024-10-19,not done,A,Yes
8840,3,Half what.,2025-01-03,done,B-,Yes
958,6,Ball alone turn.,2024-12-04,not done,C-,No
5176,3,Sign make.,2024-10-16,done,F,Yes
7479,3,Performance film make.,2024-09-25,not done,C,Yes
1137,1,Major coach.,2024-12-17,done,F,n/a
10430,2,Receive sing.,2024-12-15,done,D,Yes
11089,4,News lay eye other.,2024-11-04,done,C-,n/a
9400,4,Style simply.,2024-10-25,not done,F,n/a
11384,3,Plan clearly and.,2024-09-17,pending,F,Yes
8559,1,Have.,2025-03-08,not done,D,Yes
1077,3,Door this.,2025-01-14,not done,A+,Yes
9837,4,Personal fact gun.,2025-01-07,done,F,Yes
3349,1,There phone.,2025-02-18,pending,D,Yes
6157,1,Benefit.,2024-12-12,pending,F,No
10033,3,Quite far.,2024-11-02,done,D,Yes
6075,6,Manager scientist political.,2024-12-13,not done,B,n/a
3326,1,End safe trial.,2024-09-30,not done,B,No
8716,5,Rich around.,2024-10-13,pending,C-,n/a
1775,1,Care fund she.,2025-02-01,not done,F,n/a
2187,5,Challenge class actually.,2024-10-31,not done,C,No
3864,2,Program billion.,2024-09-22,done,C,n/a
1934,4,Week much.,2024-10-17,done,B-,n/a
2179,2,Tough.,2024-11-06,not done,A,n/a
8630,3,Similar keep.,2025-01-05,not done,C-,n/a
1642,5,Factor.,2024-10-05,done,F,No
9400,4,Reality leg.,2025-01-09,done,B-,n/a
3069,5,Action worker while.,2025-02-23,done,A+,Yes
445,1,Red view.,2024-11-13,not done,A,Yes
1730,1,Course war economy.,2024-09-18,pending,D,n/a
11710,3,Human.,2024-09-28,not done,A+,No
7918,6,Tv bill.,2025-02-16,pending,C,No
1066,4,Issue top.,2025-01-08,done,C,No
2062,2,Five spend husband.,2025-02-17,not done,B-,Yes
1403,2,Speech until.,2024-10-11,done,D,No
793,5,Law positive usually.,2024-09-12,done,C-,n/a
9221,3,Doctor total effect.,2024-10-18,not done,C,Yes
9442,1,Catch hit.,2024-10-04,not done,F,Yes
9481,4,Almost agreement traditional.,2024-12-20,done,C-,Yes
1220,4,Hundred room probably early.,2025-01-24,not done,C,No
6572,6,Plan business special.,2025-01-11,not done,A+,Yes
3941,1,Test day most.,2025-02-11,not done,B,n/a
6603,1,Trip ball service.,2025-01-18,done,C,No
11131,1,Lose to.,2024-11-22,done,C,Yes
1667,2,Thus American dog.,2024-10-18,done,F,Yes
4333,6,Newspaper interview.,2024-11-22,pending,D,Yes
1813,4,Whatever accept.,2024-11-12,done,A+,Yes
7198,1,Fight tend.,2025-02-04,not done,F,No
11565,5,Return pattern.,2025-01-06,pending,C,No
8012,3,Approach push.,2025-03-01,done,A,n/a
7121,3,Down until respond.,2025-01-06,not done,A+,n/a
11226,3,Piece hit own.,2024-09-16,done,A,Yes
1230,6,Mean statement hundred.,2024-10-05,pending,C,No
317,5,Particular program environment sound.,2025-03-05,done,D,Yes
9351,5,Treat trip off.,2024-12-24,done,D,No
3358,4,Need consumer first.,2024-11-25,not done,B-,No
3977,6,Would media.,2024-10-20,pending,A,No
7963,4,Consumer thousand oil.,2024-10-01,not done,C-,Yes
11723,4,Send table author.,2025-01-09,done,F,No
9849,4,Back identify stay.,2024-09-30,pending,B,No
1636,5,Want sister.,2025-02-18,done,C-,No
6427,6,Player surface society.,2024-11-04,done,D,Yes
5153,6,Address per.,2024-09-21,not done,D,n/a
5161,4,Of bill.,2025-01-07,not done,A+,No
7721,2,Smile near.,2025-01-13,done,B,n/a
6995,6,Exactly answer fine.,2024-10-12,not done,A+,n/a
4517,4,Main how.,2025-03-05,done,D,Yes
7933,1,Rather road.,2024-11-14,pending,A+,Yes
3567,5,Contain environment arm.,2024-11-15,done,A+,No
8618,5,Difficult young.,2024-12-03,not done,A+,No
3566,5,Pattern line create move.,2025-02-10,not done,B-,n/a
8399,6,Common teach clearly.,2024-09-11,not done,C,n/a
4989,5,Rule hospital.,2025-02-17,not done,B-,No
11344,2,View high minute.,2025-02-28,done,C,Yes
9404,2,View so interest person.,2024-12-27,done,C-,No
9046,4,Economic his main.,2024-10-13,done,D,No
5982,1,Practice middle industry.,2024-12-05,not done,B-,n/a
7052,5,Exist spend fact.,2024-11-11,pending,F,Yes
6977,6,Shake save election.,2025-03-08,not done,B,Yes
6513,6,Make suggest cause.,2024-12-13,done,D,Yes
2736,1,Science the question look.,2024-11-27,done,B,No
11674,4,Dinner reach appear.,2025-01-08,not done,A+,Yes
1208,6,Benefit commercial.,2024-12-01,not done,B,No
5558,5,Guy cause cell.,2025-02-28,done,D,No
3836,5,News win low.,2025-01-06,done,D,No
4894,1,Factor ask also.,2024-10-18,done,C,n/a
6742,6,Community among myself.,2024-10-19,done,C,No
3188,6,Bed within among.,2025-03-05,not done,B-,Yes
7335,5,They rule.,2025-03-04,not done,C,No
1512,4,Hotel.,2024-10-29,not done,B-,n/a
2178,3,Cause audience.,2024-10-16,done,C-,Yes
9702,6,Us line himself.,2024-12-30,not done,B,Yes
1254,6,Book carry.,2024-09-24,done,A+,Yes
3958,2,Oil list onto.,2024-11-11,not done,A,Yes
2780,5,Happy serious.,2024-12-06,pending,B,n/a
8731,1,Allow customer.,2024-12-26,not done,C-,No
9825,2,Price tend.,2025-02-28,done,C-,No
7554,4,Seven want.,2024-09-12,done,B,n/a
11807,1,Option cell.,2024-10-20,not done,A+,Yes
5073,3,Activity eye technology.,2024-10-20,done,A,No
6876,2,Long rich listen.,2024-09-18,not done,B-,Yes
4807,5,Hear statement.,2025-01-06,not done,A+,No
11188,2,Work.,2024-10-25,done,D,Yes
9654,1,That play still.,2024-11-26,done,F,n/a
1054,4,Marriage ball.,2025-03-07,done,A+,Yes
4280,6,Keep summer treatment read.,2025-01-14,done,C-,n/a
9815,5,Turn man.,2025-01-17,not done,B,n/a
178,1,Level forget.,2024-10-11,done,B-,Yes
742,6,Understand the need stop.,2024-09-14,not done,B,No
5366,4,Go crime.,2024-12-11,not done,F,n/a
9413,6,Tonight color.,2024-11-07,done,A+,Yes
11902,1,Court ever husband.,2024-11-28,not done,F,No
8278,3,Must force price.,2025-01-14,done,A,Yes
7004,2,Various large.,2025-01-06,done,B,No
1339,5,Senior.,2025-01-16,not done,C-,Yes
4918,2,Receive as.,2025-02-21,done,C-,No
6399,3,Man now.,2025-03-04,not done,A,Yes
2522,2,Pass program painting.,2024-10-25,not done,F,Yes
10190,6,Garden anyone.,2024-12-20,done,B-,No
8486,1,Possible night.,2025-03-01,done,F,Yes
10611,4,Yeah agent.,2024-11-01,pending,D,n/a
5083,1,Response argue.,2025-01-02,done,A,No
7009,3,Yeah investment.,2024-12-12,not done,C,No
6226,4,System fly.,2025-01-30,done,D,Yes
5572,5,Machine both mean.,2025-03-02,pending,F,Yes
7998,1,As much.,2025-01-13,done,C-,Yes
12070,5,Detail success city.,2025-03-05,pending,C,n/a
5575,2,Analysis citizen nature.,2024-09-19,not done,F,Yes
3177,6,After later.,2024-12-31,done,B-,n/a
8552,5,Past military.,2024-09-11,not done,A,n/a
11094,2,Argue dream building.,2024-10-10,not done,B,n/a
2537,3,Pay officer national executive.,2024-09-19,done,B-,Yes
10481,4,Stuff improve.,2024-10-27,done,F,Yes
5518,4,General find local.,2024-11-14,not done,D,No
5854,4,Imagine.,2025-02-17,not done,D,n/a
8298,6,Improve special notice.,2025-01-04,not done,B,n/a
3586,5,Book kid provide.,2025-02-08,done,A+,Yes
4826,1,Hope ten no.,2024-12-05,done,B-,Yes
1495,3,Carry stage listen.,2024-09-21,not done,B-,Yes
2870,3,Pm happy.,2024-10-24,done,B-,No
7403,3,Young still join.,2024-12-17,not done,D,n/a
3829,6,Friend.,2024-09-16,pending,A+,Yes
11679,4,Week physical important.,2025-01-10,done,D,No
10928,5,Foreign note case.,2024-12-18,done,A,No
2874,5,Almost another.,2025-02-11,done,A,Yes
17,6,Offer threat.,2024-10-09,done,A,n/a
1469,2,Road both hand.,2024-11-30,done,C-,Yes
7882,6,Rest politics himself.,2024-11-23,not done,A+,Yes
9416,4,A I stay.,2024-11-08,not done,B-,n/a
10723,2,Natural model represent.,2024-12-30,not done,D,No
1321,2,My president building.,2024-10-22,done,B,No
8091,4,Around result.,2024-10-31,not done,A+,n/a
1515,6,Skill young edge thus.,2024-09-12,not done,C-,Yes
3931,3,Media material seat.,2024-12-06,done,B,Yes
1232,6,Truth here.,2025-01-20,not done,A,Yes
6243,2,Draw since whole very.,2025-01-28,done,B-,No
2094,1,Discuss all.,2024-11-19,not done,F,n/a
11158,1,Value represent subject.,2024-12-07,not done,B,No
7257,2,Degree other live.,2025-02-04,done,A+,Yes
8912,5,Data letter.,2024-11-25,done,D,No
576,1,Will no character.,2024-12-18,not done,C-,Yes
3574,3,Least under bit thought.,2025-02-25,not done,C,n/a
9713,3,Expect course project production.,2025-01-29,pending,A+,Yes
6133,4,Nice tell cold.,2024-10-16,pending,A,n/a
627,5,Site behavior gas.,2024-12-02,done,B-,Yes
1309,2,Ground article.,2025-01-10,not done,C,No
3876,4,Where song.,2025-01-01,not done,B,Yes
4670,5,Believe type you personal.,2024-10-09,done,F,Yes
7207,5,Bit section forward.,2024-11-25,done,C-,No
2904,2,Board hear billion senior.,2025-01-21,not done,B,No
8785,3,List certainly arm.,2024-12-09,done,C-,n/a
6926,3,Culture cut.,2024-11-05,not done,D,n/a
2506,4,Myself.,2025-01-09,pending,D,Yes
9599,1,Charge such heart.,2025-01-26,done,B,n/a
3085,3,Why play.,2024-12-27,pending,D,No
7218,1,Mean memory.,2024-09-17,done,B-,No
4050,5,Environment political great.,2024-11-12,done,B-,n/a
3207,4,Raise likely front.,2024-12-20,not done,F,No
5640,3,Leader.,2025-02-17,not done,A,Yes
8429,2,Wonder however.,2024-11-26,pending,A,No
196,5,Play.,2025-02-20,done,B-,Yes
7320,4,Less concern.,2024-12-22,done,C,n/a
136,3,Keep style game.,2025-03-05,done,D,Yes
5834,2,Agreement site.,2024-12-25,pending,A,No
6346,3,Well range with.,2024-10-16,done,B-,Yes
6593,6,West school.,2024-12-08,not done,B,n/a
9069,6,Difficult reflect happen woman.,2024-09-26,pending,B-,No
2086,2,Provide everyone worker.,2024-09-14,pending,D,No
4874,4,Then four.,2024-11-22,done,C-,Yes
9187,2,His point decide.,2024-10-07,done,B,n/a
4367,4,College since pay.,2024-10-22,not done,B-,n/a
3961,1,Me finally.,2024-11-07,done,A+,Yes
10608,5,Article argue.,2024-09-28,not done,B,No
11313,1,Star try.,2024-12-05,not done,F,n/a
5708,4,Couple value.,2024-09-09,done,A+,Yes
5446,6,Alone pass nearly.,2025-01-07,not done,C-,Yes
6415,1,Born positive.,2025-01-28,pending,D,No
11537,5,Investment security science.,2024-10-17,done,D,Yes
8242,1,Analysis always bank garden.,2024-11-19,pending,B-,n/a
2740,4,Although coach.,2025-01-02,done,C,Yes
5862,6,Television case.,2025-01-15,done,A+,No
3602,2,Red.,2024-12-12,pending,A,n/a
8615,4,Black forget.,2024-09-23,not done,A+,Yes
6016,1,One.,2024-10-21,not done,B,Yes
11702,1,Material answer.,2024-10-31,not done,B-,No
7190,2,Behavior since.,2024-10-30,not done,B-,n/a
12020,1,Again bar only others.,2025-02-21,pending,D,Yes
3849,6,They reason stuff cup.,2024-11-10,done,B-,Yes
1642,2,Who daughter amount data.,2025-01-17,done,C,Yes
728,4,Wind kitchen.,2024-09-24,not done,D,Yes
11423,1,Cup new.,2024-12-25,done,C-,n/a
1335,4,Degree.,2025-03-07,done,B,n/a
6736,5,Less serve not.,2025-01-22,not done,D,No
6958,5,Official majority claim.,2025-01-13,pending,B-,Yes
2726,3,Interview attorney improve.,2024-09-25,done,F,No
5142,5,Cell organization series.,2025-02-14,done,D,n/a
2380,5,Rock enjoy drive.,2025-02-14,not done,C,No
5091,5,Half international husband talk.,2024-09-09,done,B-,n/a
4698,2,Full official.,2025-03-03,done,C,Yes
